degree_id,degree_code,degree_name,level,stream,state_relevance,source,source_url,verification_note
INDDEG0112,B.Voc,Bachelor of Vocation,UG,Vocational,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0113,BVSc & AH,Bachelor of Veterinary Science & Animal Husbandry,UG/Professional,Veterinary,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0114,M.A. English,Master of Arts (English),PG,Arts & Humanities,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0115,M.A. Hindi,Master of Arts (Hindi),PG,Arts & Humanities,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0116,M.A. History,Master of Arts (History),PG,Arts & Humanities,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0117,M.A. Political Science,Master of Arts (Political Science),PG,Social Sciences,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0118,M.A. Economics,Master of Arts (Economics),PG,Social Sciences,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0119,M.A. Sociology,Master of Arts (Sociology),PG,Social Sciences,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0120,M.A. Psychology,Master of Arts (Psychology),PG,Social Sciences,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0121,M.A. Geography,Master of Arts (Geography),PG,Social Sciences,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0122,M.A. Philosophy,Master of Arts (Philosophy),PG,Arts & Humanities,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0123,M.A. Sanskrit,Master of Arts (Sanskrit),PG,Arts & Humanities,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0124,M.A. Journalism,Master of Arts (Journalism),PG,Media,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0125,M.A. Mass Communication,Master of Arts (Mass Communication),PG,Media,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0126,M.A. Public Administration,Master of Arts (Public Administration),PG,Social Sciences,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0127,M.Com,Master of Commerce,PG,Commerce,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0128,M.Com Accounting,Master of Commerce (Accounting),PG,Commerce,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0129,M.Com Finance,Master of Commerce (Finance),PG,Commerce,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0130,M.Com Management,Master of Commerce (Management),PG,Commerce,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0131,MBA,Master of Business Administration,PG,Management,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0132,MBA Finance,Master of Business Administration (Finance),PG,Management,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0133,MBA Marketing,Master of Business Administration (Marketing),PG,Management,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0134,MBA HR,Master of Business Administration (Human Resources),PG,Management,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0135,MBA International Business,Master of Business Administration (International Business),PG,Management,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0136,MBA IT,Master of Business Administration (IT),PG,Management,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0137,MBA Healthcare,Master of Business Administration (Healthcare),PG,Management,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0138,MCA,Master of Computer Applications,PG,Computer Applications,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0139,MCA AI,Master of Computer Applications (Artificial Intelligence),PG,Computer Applications,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0140,MCA Data Science,Master of Computer Applications (Data Science),PG,Computer Applications,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0141,MCA Cyber Security,Master of Computer Applications (Cyber Security),PG,Computer Applications,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0142,M.Sc Physics,Master of Science (Physics),PG,Science,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0143,M.Sc Chemistry,Master of Science (Chemistry),PG,Science,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0144,M.Sc Mathematics,Master of Science (Mathematics),PG,Science,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0145,M.Sc Botany,Master of Science (Botany),PG,Science,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0146,M.Sc Zoology,Master of Science (Zoology),PG,Science,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0147,M.Sc Biotechnology,Master of Science (Biotechnology),PG,Life Sciences,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0148,M.Sc Microbiology,Master of Science (Microbiology),PG,Life Sciences,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0149,M.Sc Computer Science,Master of Science (Computer Science),PG,Computer Science,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0150,M.Sc IT,Master of Science (Information Technology),PG,Computer Science,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0151,M.Sc Data Science,Master of Science (Data Science),PG,Data Science,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0152,M.Sc Statistics,Master of Science (Statistics),PG,Science,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0153,M.Sc Geology,Master of Science (Geology),PG,Earth Sciences,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0154,M.Sc Environmental Science,Master of Science (Environmental Science),PG,Environmental Science,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0155,M.Sc Agriculture,Master of Science (Agriculture),PG,Agriculture,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0156,M.Sc Horticulture,Master of Science (Horticulture),PG,Agriculture,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0157,M.Tech CSE,Master of Technology (Computer Science & Engineering),PG,Engineering,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0158,M.Tech AI,Master of Technology (Artificial Intelligence),PG,Engineering,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0159,M.Tech Data Science,Master of Technology (Data Science),PG,Engineering,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0160,M.Tech VLSI,Master of Technology (VLSI Design),PG,Engineering,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0161,M.Tech ECE,Master of Technology (Electronics & Communication Engineering),PG,Engineering,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0162,M.Tech Power Systems,Master of Technology (Power Systems),PG,Engineering,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0163,M.Tech Thermal,Master of Technology (Thermal Engineering),PG,Engineering,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0164,M.Tech Structural,Master of Technology (Structural Engineering),PG,Engineering,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0165,M.Tech Civil,Master of Technology (Civil Engineering),PG,Engineering,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0166,M.Tech Environmental,Master of Technology (Environmental Engineering),PG,Engineering,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0167,M.Arch,Master of Architecture,PG,Architecture,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0168,M.Des,Master of Design,PG,Design,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0169,M.Pharm,Master of Pharmacy,PG,Pharmacy,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0170,MPT,Master of Physiotherapy,PG,Allied Health,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0171,M.Sc Nursing,Master of Science (Nursing),PG,Nursing,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0172,M.Ed,Master of Education,PG,Education,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0173,M.P.Ed,Master of Physical Education,PG,Physical Education,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0174,LLM,Master of Laws,PG/Professional,Law,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0175,MSW,Master of Social Work,PG,Social Work,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0176,M.Lib.I.Sc,Master of Library & Information Science,PG,Library Science,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0177,M.Voc,Master of Vocation,PG,Vocational,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0178,MD General Medicine,Doctor of Medicine (General Medicine),PG/Medical,Medicine,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0179,MD Paediatrics,Doctor of Medicine (Paediatrics),PG/Medical,Medicine,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0180,MD Dermatology,Doctor of Medicine (Dermatology),PG/Medical,Medicine,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0181,MD Psychiatry,Doctor of Medicine (Psychiatry),PG/Medical,Medicine,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0182,MS General Surgery,Master of Surgery (General Surgery),PG/Medical,Medicine,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0183,MS Orthopaedics,Master of Surgery (Orthopaedics),PG/Medical,Medicine,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0184,MS Ophthalmology,Master of Surgery (Ophthalmology),PG/Medical,Medicine,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0185,MS ENT,Master of Surgery (ENT),PG/Medical,Medicine,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0186,MDS Prosthodontics,Master of Dental Surgery (Prosthodontics),PG/Medical,Dental,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0187,MDS Orthodontics,Master of Dental Surgery (Orthodontics),PG/Medical,Dental,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0188,Ph.D. Arts,Doctor of Philosophy (Arts & Humanities),Doctoral,Research,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0189,Ph.D. Commerce,Doctor of Philosophy (Commerce),Doctoral,Research,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0190,Ph.D. Management,Doctor of Philosophy (Management),Doctoral,Research,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0191,Ph.D. Computer Science,Doctor of Philosophy (Computer Science),Doctoral,Research,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0192,Ph.D. Engineering,Doctor of Philosophy (Engineering),Doctoral,Research,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0193,Ph.D. Science,Doctor of Philosophy (Science),Doctoral,Research,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0194,Ph.D. Law,Doctor of Philosophy (Law),Doctoral,Research,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0195,Ph.D. Education,Doctor of Philosophy (Education),Doctoral,Research,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0196,Ph.D. Agriculture,Doctor of Philosophy (Agriculture),Doctoral,Research,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0197,Ph.D. Medicine,Doctor of Philosophy (Medicine),Doctoral,Research,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0198,B.Sc Electronics,Bachelor of Science (Electronics),UG,Science,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0199,B.Sc Electronics & Communication,Bachelor of Science (Electronics & Communication),UG,Science,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0200,B.Sc Industrial Chemistry,Bachelor of Science (Industrial Chemistry),UG,Science,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0201,"B.Sc Physics, Chemistry & Mathematics",Bachelor of Science (PCM),UG,Science,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0202,"B.Sc Physics, Chemistry & Biology",Bachelor of Science (PCB),UG,Science,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0203,"B.Sc Mathematics, Computer Science & Statistics",Bachelor of Science (MCS),UG,Science,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0204,B.Tech Robotics,Bachelor of Technology (Robotics & Automation),UG,Engineering,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0205,B.Tech IoT,Bachelor of Technology (Internet of Things),UG,Engineering,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0206,B.Tech Cyber Security,Bachelor of Technology (Cyber Security),UG,Engineering,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0207,B.Tech Cloud Computing,Bachelor of Technology (Cloud Computing),UG,Engineering,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0208,B.Tech Renewable Energy,Bachelor of Technology (Renewable Energy),UG,Engineering,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0209,B.Tech Automobile,Bachelor of Technology (Automobile Engineering),UG,Engineering,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0210,M.Tech Robotics,Master of Technology (Robotics & Automation),PG,Engineering,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0211,M.Tech IoT,Master of Technology (Internet of Things),PG,Engineering,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0212,M.Tech Cyber Security,Master of Technology (Cyber Security),PG,Engineering,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0213,M.Tech Renewable Energy,Master of Technology (Renewable Energy),PG,Engineering,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0214,M.Tech Automobile,Master of Technology (Automobile Engineering),PG,Engineering,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0215,B.Sc Yoga,Bachelor of Science (Yoga),UG,Yoga,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0216,B.Sc Sports,Bachelor of Science (Sports),UG,Physical Education,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0217,M.Sc Yoga,Master of Science (Yoga),PG,Yoga,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0218,M.Sc Sports,Master of Science (Sports),PG,Physical Education,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0219,B.Des Interior,Bachelor of Design (Interior Design),UG,Design,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0220,B.Des Animation,Bachelor of Design (Animation),UG,Design,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0221,B.Sc Animation,Bachelor of Science (Animation),UG,Design,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0222,M.Des Interior,Master of Design (Interior Design),PG,Design,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0223,M.Des Animation,Master of Design (Animation),PG,Design,All India,UGC specified-degree framework / MP university programme directories,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Degree/programme title is a prototype catalogue entry; actual availability varies by institution and academic year.
INDDEG0224,B.A. Indian Languages,Bachelor of Arts (Indian Languages),UG,Languages,All India,UGC/AISHE national higher-education framework; programme nomenclature varies by regulator/institution,https://www.ugc.gov.in/regulations/UGC_Regulations_university,Catalogue entry; availability and exact nomenclature must be verified against the relevant university/regulator.
